Implementing agency,Sourcing Agency,Local partner agency,Agency / Local contact name,Agency / Local contact email,Agency / Local contact phone #,District,VDC / Municipalities,Municipal Ward,Action type,Action description,Targeting,# Items / # Man-hours / NPR,Total Number Households,Average cost per households (NPR),Female headed households,Vulnerable Caste / Ethnicity households ,Activity Status,Start date,Completion Date,Additional Comments,Last Update,Priority,Hard to Reach Access Methods,Shelter Cluster Hub,District HLCIT Code,VDC / Municipality HLCIT Code,UID,UNOCHA Activity Categories
World Vision International,,,,,,Gorkha,Palungtar,,NFI,Blankets,,88,88,,,,Completed,,20/05/2015,2 Blankets + 2 Sleeping Mats,03/08/2015,TRUE,Truck access,West,524 3 07 36,524 3 07 36 5 031,World Vision InternationalGorkhaPalungtarNFIBlankets8888,Distribution of Shelter Material
World Vision International,,,,,,Gorkha,Palungtar,,Shelter,CGI Bundle (72ft/bundle),Targeted group,114,114,,,,Completed,,03/06/2015,,03/08/2015,TRUE,Truck access,West,524 3 07 36,524 3 07 36 5 031,World Vision InternationalGorkhaPalungtarShelterCGI Bundle (72ft/bundle)114114,Distribution of Shelter Material
World Vision International,,,,,,Gorkha,Palungtar,,Shelter,CGI Bundle (72ft/bundle),Targeted group,228,114,,,,Completed,,03/06/2015,,03/08/2015,TRUE,Truck access,West,524 3 07 36,524 3 07 36 5 031,World Vision InternationalGorkhaPalungtarShelterCGI Bundle (72ft/bundle)228114,Distribution of Shelter Material
World Vision International,USAID/IOM,,,,,Gorkha,Palungtar,,Shelter,CGI Bundle (72ft/bundle),,50,25,,,,Completed,22/05/2015,25/05/2015,"20 Tarps per Secondary School, 10 Tarps per Primary School",03/08/2015,TRUE,Truck access,West,524 3 07 36,524 3 07 36 5 031,World Vision InternationalGorkhaPalungtarShelterCGI Bundle (72ft/bundle)5025,Distribution of Shelter Material
World Vision International,,,,,,Lamjung,Parewadanda,,Shelter,CGI Bundle (72ft/bundle),,140,70,,,,Completed,,05/05/2015,2 CGI Bundles per HH,03/08/2015,FALSE,,,524 3 07 37,524 3 07 37 5 046,World Vision InternationalLamjungParewadandaShelterCGI Bundle (72ft/bundle)14070,Distribution of Shelter Material
World Vision International,,,,,,Lamjung,Parewadanda,,Shelter,CGI Bundle (72ft/bundle),Targeted group,280,140,,,,Completed,,06/07/2015,2 CGI Bundles per HH,03/08/2015,FALSE,,,524 3 07 37,524 3 07 37 5 046,World Vision InternationalLamjungParewadandaShelterCGI Bundle (72ft/bundle)280140,Distribution of Shelter Material
World Vision International,,,,,,Sindhupalchok,Phulpingkot,,NFI,Blankets,,600,600,,,,Completed,,27/05/2015,2 Blankets + 2 Sleeping Mats,03/08/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 049,World Vision InternationalSindhupalchokPhulpingkotNFIBlankets600600,Distribution of Shelter Material
World Vision International,,,,,,Sindhupalchok,Phulpingkot,,Shelter,CGI Bundle (72ft/bundle),,740,370,,,,Completed,,27/05/2015,,03/08/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 049,World Vision InternationalSindhupalchokPhulpingkotShelterCGI Bundle (72ft/bundle)740370,Distribution of Shelter Material
World Vision International,USAID/IOM,,,,,Sindhupalchok,Phulpingkot,,Shelter,CGI Bundle (72ft/bundle),Targeted group,1622,811,,,,Completed,,04/06/2015,,03/08/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 049,World Vision InternationalSindhupalchokPhulpingkotShelterCGI Bundle (72ft/bundle)1622811,Distribution of Shelter Material
World Vision International,,,,,,Sindhupalchok,Phulpingkot,,Shelter,CGI Bundle (72ft/bundle),Targeted group,1162,581,,,,Completed,,04/06/2015,,03/08/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 049,World Vision InternationalSindhupalchokPhulpingkotShelterCGI Bundle (72ft/bundle)1162581,Distribution of Shelter Material
World Vision International,USAID/IOM,,,,,Gorkha,Prithbinarayan Municipality,,Shelter,CGI Bundle (72ft/bundle),,170,85,,,,Completed,23/05/2015,03/06/2015,This tarps are distributed to Schools( 20 Tarps per School/College),03/08/2015,TRUE,,West,524 3 07 36,524 3 07 36 3 001,World Vision InternationalGorkhaPrithbinarayan MunicipalityShelterCGI Bundle (72ft/bundle)17085,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,PuranoJhangajholi,,Shelter,CGI Bundle (72ft/bundle),,228,114,,,,Planned (funded),,,,03/08/2015,TRUE,,East,524 2 04 20,,World Vision InternationalSindhuliPuranoJhangajholiShelterCGI Bundle (72ft/bundle)228114,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,PuranoJhangajholi,,Shelter,CGI Bundle (72ft/bundle),,680,340,,,,Planned (funded),,,,03/08/2015,TRUE,,East,524 2 04 20,,World Vision InternationalSindhuliPuranoJhangajholiShelterCGI Bundle (72ft/bundle)680340,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,PuranoJhangajholi,,Shelter,CGI Bundle (72ft/bundle),,452,226,,,,Planned (funded),,,,03/08/2015,TRUE,,East,524 2 04 20,,World Vision InternationalSindhuliPuranoJhangajholiShelterCGI Bundle (72ft/bundle)452226,Distribution of Shelter Material
World Vision International,,,,,,Kathmandu,Ramkot,,NFI,Household kits (excluding tarpaulins),,1200,600,,,,Completed,,12/05/2015,,03/08/2015,TRUE,,Central,524 2 05 27,524 2 05 27 5 038,World Vision InternationalKathmanduRamkotNFIHousehold kits (excluding tarpaulins)1200600,Distribution of NFI
World Vision International,,,,,,Kathmandu,Ramkot,,Shelter,Tarpaulin,,1200,600,,,,Completed,,12/05/2015,,03/08/2015,TRUE,,Central,524 2 05 27,524 2 05 27 5 038,World Vision InternationalKathmanduRamkotShelterTarpaulin1200600,Distribution of Shelter Material
World Vision International,,,,,,Kathmandu,Ramkot,,Shelter,CGI Bundle (72ft/bundle),Targeted group,458,229,,,,Completed,,19/06/2015,,03/08/2015,TRUE,,Central,524 2 05 27,524 2 05 27 5 038,World Vision InternationalKathmanduRamkotShelterCGI Bundle (72ft/bundle)458229,Distribution of Shelter Material
World Vision International,,,,,,Kathmandu,Ramkot,,Shelter,CGI Bundle (72ft/bundle),Targeted group,354,177,,,,Completed,,19/06/2015,,03/08/2015,TRUE,,Central,524 2 05 27,524 2 05 27 5 038,World Vision InternationalKathmanduRamkotShelterCGI Bundle (72ft/bundle)354177,Distribution of Shelter Material
World Vision International,,,,,,Kathmandu,Ramkot,,Shelter,CGI Bundle (72ft/bundle),Targeted group,498,249,,,,Completed,,19/06/2015,2 Sleeping Mat Per Household,03/08/2015,TRUE,,Central,524 2 05 27,524 2 05 27 5 038,World Vision InternationalKathmanduRamkotShelterCGI Bundle (72ft/bundle)498249,Distribution of Shelter Material
World Vision International,USAID/IOM,,,,,Kathmandu,Ramkot,,Shelter,CGI Bundle (72ft/bundle),,28,14,,,,Completed,,19/06/2015,,03/08/2015,TRUE,,Central,524 2 05 27,524 2 05 27 5 038,World Vision InternationalKathmanduRamkotShelterCGI Bundle (72ft/bundle)2814,Distribution of Shelter Material
World Vision International,,,,,,Kathmandu,Ramkot,,Shelter,CGI Bundle (72ft/bundle),Targeted group,1320,660,,,,Completed,21/06/2015,24/06/2015,2 Sleeping Mat Per Household,03/08/2015,TRUE,,Central,524 2 05 27,524 2 05 27 5 038,World Vision InternationalKathmanduRamkotShelterCGI Bundle (72ft/bundle)1320660,Distribution of Shelter Material
World Vision International,,,,,,Kathmandu,Ramkot,,Shelter,CGI Bundle (72ft/bundle),Targeted group,722,361,,,,Completed,21/06/2015,24/06/2015,,03/08/2015,TRUE,,Central,524 2 05 27,524 2 05 27 5 038,World Vision InternationalKathmanduRamkotShelterCGI Bundle (72ft/bundle)722361,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Ratanchur,,Shelter,CGI Bundle (72ft/bundle),,139,69,,,,Planned (funded),,,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 026,World Vision InternationalSindhuliRatanchurShelterCGI Bundle (72ft/bundle)13969,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Ratanchur,,Shelter,CGI Bundle (72ft/bundle),,501,250,,,,Planned (funded),,,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 026,World Vision InternationalSindhuliRatanchurShelterCGI Bundle (72ft/bundle)501250,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Ratanchur,,Shelter,CGI Bundle (72ft/bundle),,362,181,,,,Planned (funded),,,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 026,World Vision InternationalSindhuliRatanchurShelterCGI Bundle (72ft/bundle)362181,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Ratanchur,,Shelter,CGI Bundle (72ft/bundle),Targeted group,498,249,,,,Completed,,08/06/2015,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 026,World Vision InternationalSindhuliRatanchurShelterCGI Bundle (72ft/bundle)498249,Distribution of Shelter Material
World Vision International,,,,,,Lalitpur,Sairbu,,Shelter,Tarpaulin,,138,138,,,,Completed,,18/05/2015,,03/08/2015,TRUE,,Central,524 2 05 25,524 2 05 25 5 033,World Vision InternationalLalitpurSairbuShelterTarpaulin138138,Distribution of Shelter Material
World Vision International,USAID/IOM,,,,,Sindhupalchok,Sanusirubari,,Shelter,CGI Bundle (72ft/bundle),Targeted group,700,350,,,,Completed,,31/05/2015,,03/08/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 039,World Vision InternationalSindhupalchokSanusirubariShelterCGI Bundle (72ft/bundle)700350,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Shanteshwari Rampur,,Shelter,CGI Bundle (72ft/bundle),,135,67,,,,Planned (funded),,,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 048,World Vision InternationalSindhuliShanteshwari RampurShelterCGI Bundle (72ft/bundle)13567,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Shanteshwari Rampur,,Shelter,CGI Bundle (72ft/bundle),,328,164,,,,Planned (funded),,,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 048,World Vision InternationalSindhuliShanteshwari RampurShelterCGI Bundle (72ft/bundle)328164,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Shanteshwari Rampur,,Shelter,CGI Bundle (72ft/bundle),,193,96,,,,Planned (funded),,,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 048,World Vision InternationalSindhuliShanteshwari RampurShelterCGI Bundle (72ft/bundle)19396,Distribution of Shelter Material
World Vision International,,,,,,Bhaktapur,Sudal,,NFI,Household kits (excluding tarpaulins),,200,200,,,,Completed,,02/05/2015,,03/08/2015,TRUE,,Central,524 2 05 26,524 2 05 26 5 002,World Vision InternationalBhaktapurSudalNFIHousehold kits (excluding tarpaulins)200200,Distribution of NFI
World Vision International,,,,,,Bhaktapur,Sudal,,Shelter,Tarpaulin,,50,50,,,,Completed,,27/04/2015,,03/08/2015,TRUE,,Central,524 2 05 26,524 2 05 26 5 002,World Vision InternationalBhaktapurSudalShelterTarpaulin5050,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Sumnampokhari,,Shelter,CGI Bundle (72ft/bundle),,20,20,,,,Completed,,03/05/2015,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 006,World Vision InternationalSindhuliSumnampokhariShelterCGI Bundle (72ft/bundle)2020,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Sumnampokhari,,Shelter,CGI Bundle (72ft/bundle),,175,87,,,,Planned (funded),,,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 006,World Vision InternationalSindhuliSumnampokhariShelterCGI Bundle (72ft/bundle)17587,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Sumnampokhari,,Shelter,CGI Bundle (72ft/bundle),,68,34,,,,Planned (funded),,,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 006,World Vision InternationalSindhuliSumnampokhariShelterCGI Bundle (72ft/bundle)6834,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Sumnampokhari,,Shelter,CGI Bundle (72ft/bundle),,87,43,,,,Planned (funded),,,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 006,World Vision InternationalSindhuliSumnampokhariShelterCGI Bundle (72ft/bundle)8743,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Sumnampokhari,,Shelter,CGI Bundle (72ft/bundle),Targeted group,410,205,,,,Completed,,30/05/2015,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 006,World Vision InternationalSindhuliSumnampokhariShelterCGI Bundle (72ft/bundle)410205,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Sumnampokhari,,Shelter,CGI Bundle (72ft/bundle),Targeted group,454,227,,,,Completed,,30/05/2015,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 006,World Vision InternationalSindhuliSumnampokhariShelterCGI Bundle (72ft/bundle)454227,Distribution of Shelter Material
World Vision International,USAID/IOM,,,,,Sindhuli,Sumnampokhari,,Shelter,CGI Bundle (72ft/bundle),,44,22,,,,Completed,,30/05/2015,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 006,World Vision InternationalSindhuliSumnampokhariShelterCGI Bundle (72ft/bundle)4422,Distribution of Shelter Material
World Vision International,,,,,,Lamjung,Sundarbajar,,Shelter,CGI Bundle (72ft/bundle),,210,105,,,,Completed,,05/05/2015,2 CGI Bundles per HH,03/08/2015,FALSE,,,524 3 07 37,524 3 07 37 5 041,World Vision InternationalLamjungSundarbajarShelterCGI Bundle (72ft/bundle)210105,Distribution of Shelter Material
World Vision International,,,,,,Lamjung,Sundarbajar,,Shelter,CGI Bundle (72ft/bundle),Targeted group,408,204,,,,Completed,,14/06/2015,,03/08/2015,FALSE,,,524 3 07 37,524 3 07 37 5 041,World Vision InternationalLamjungSundarbajarShelterCGI Bundle (72ft/bundle)408204,Distribution of Shelter Material
World Vision International,,,,,,Lamjung,Sundarbajar,,Shelter,CGI Bundle (72ft/bundle),Targeted group,170,85,,,,Completed,,15/07/2015,2 CGI Bundles per HH,03/08/2015,FALSE,,,524 3 07 37,524 3 07 37 5 041,World Vision InternationalLamjungSundarbajarShelterCGI Bundle (72ft/bundle)17085,Distribution of Shelter Material
World Vision International,,,,,,Lamjung,Sundarbajar,,Shelter,CGI Bundle (72ft/bundle),Targeted group,260,130,,,,Completed,,19/07/2015,,03/08/2015,FALSE,,,524 3 07 37,524 3 07 37 5 041,World Vision InternationalLamjungSundarbajarShelterCGI Bundle (72ft/bundle)260130,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Swalpathana,,NFI,Blankets,,220,220,,,,Completed,,25/05/2015,2 Blankets + 2 Sleeping Mats,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 005,World Vision InternationalSindhuliSwalpathanaNFIBlankets220220,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Swalpathana,,Shelter,CGI Bundle (72ft/bundle),,25,25,,,,Completed,,03/05/2015,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 005,World Vision InternationalSindhuliSwalpathanaShelterCGI Bundle (72ft/bundle)2525,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Swalpathana,,Shelter,CGI Bundle (72ft/bundle),,432,216,,,,Completed,,25/05/2015,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 005,World Vision InternationalSindhuliSwalpathanaShelterCGI Bundle (72ft/bundle)432216,Distribution of Shelter Material
World Vision International,USAID/IOM,,,,,Sindhuli,Swalpathana,,Shelter,CGI Bundle (72ft/bundle),,8,4,,,,Completed,,29/05/2015,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 005,World Vision InternationalSindhuliSwalpathanaShelterCGI Bundle (72ft/bundle)84,Distribution of Shelter Material
World Vision International,,,,,,Lamjung,Tarku,,Shelter,CGI Bundle (72ft/bundle),,90,45,,,,Completed,,05/05/2015,2 CGI Bundles per HH,03/08/2015,FALSE,,,524 3 07 37,524 3 07 37 5 042,World Vision InternationalLamjungTarkuShelterCGI Bundle (72ft/bundle)9045,Distribution of Shelter Material
World Vision International,,,,,,Lamjung,Tarku,,Shelter,CGI Bundle (72ft/bundle),Targeted group,190,95,,,,Completed,,26/06/2015,2 CGI Bundles per HH,03/08/2015,FALSE,,,524 3 07 37,524 3 07 37 5 042,World Vision InternationalLamjungTarkuShelterCGI Bundle (72ft/bundle)19095,Distribution of Shelter Material
World Vision International,USAID/IOM,,,,,Gorkha,Thalajung,,Shelter,CGI Bundle (72ft/bundle),,70,70,,,,Completed,,29/05/2015,"On government instruction, only 1 tarp per HH was allowed to be distributed",03/08/2015,TRUE,Tractor access,West,524 3 07 36,524 3 07 36 5 024,World Vision InternationalGorkhaThalajungShelterCGI Bundle (72ft/bundle)7070,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Tinkanya,,NFI,Blankets,,240,240,,,,Completed,,26/05/2015,2 Blankets + 2 Sleeping Mats,03/08/2015,TRUE,4x4/Pickup access,East,524 2 04 20,524 2 04 20 5 027,World Vision InternationalSindhuliTinkanyaNFIBlankets240240,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Tinkanya,,Shelter,CGI Bundle (72ft/bundle),,480,240,,,,Completed,,26/05/2015,,03/08/2015,TRUE,4x4/Pickup access,East,524 2 04 20,524 2 04 20 5 027,World Vision InternationalSindhuliTinkanyaShelterCGI Bundle (72ft/bundle)480240,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Tinkanya,,Shelter,CGI Bundle (72ft/bundle),,139,69,,,,Planned (funded),,,,03/08/2015,TRUE,4x4/Pickup access,East,524 2 04 20,524 2 04 20 5 027,World Vision InternationalSindhuliTinkanyaShelterCGI Bundle (72ft/bundle)13969,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Tinkanya,,Shelter,CGI Bundle (72ft/bundle),,236,118,,,,Planned (funded),,,,03/08/2015,TRUE,4x4/Pickup access,East,524 2 04 20,524 2 04 20 5 027,World Vision InternationalSindhuliTinkanyaShelterCGI Bundle (72ft/bundle)236118,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Tinkanya,,Shelter,CGI Bundle (72ft/bundle),,97,48,,,,Planned (funded),,,,03/08/2015,TRUE,4x4/Pickup access,East,524 2 04 20,524 2 04 20 5 027,World Vision InternationalSindhuliTinkanyaShelterCGI Bundle (72ft/bundle)9748,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Tosarangkhola,,Shelter,CGI Bundle (72ft/bundle),,35,17,,,,Planned (funded),,,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 018,World Vision InternationalSindhuliTosarangkholaShelterCGI Bundle (72ft/bundle)3517,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Tosarangkhola,,Shelter,CGI Bundle (72ft/bundle),,3,1,,,,Planned (funded),,,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 018,World Vision InternationalSindhuliTosarangkholaShelterCGI Bundle (72ft/bundle)31,Distribution of Shelter Material
World Vision International,,,,,,Sindhuli,Tosarangkhola,,Shelter,CGI Bundle (72ft/bundle),,32,16,,,,Planned (funded),,,,03/08/2015,TRUE,,East,524 2 04 20,524 2 04 20 5 018,World Vision InternationalSindhuliTosarangkholaShelterCGI Bundle (72ft/bundle)3216,Distribution of Shelter Material
World Vision International,,,,,,Lamjung,Udipur,,Shelter,CGI Bundle (72ft/bundle),Targeted group,74,37,,,,Completed,,05/06/2015,,03/08/2015,FALSE,,,524 3 07 37,524 3 07 37 5 043,World Vision InternationalLamjungUdipurShelterCGI Bundle (72ft/bundle)7437,Distribution of Shelter Material
World Vision International,,,,,,Lamjung,Udipur,,Shelter,CGI Bundle (72ft/bundle),Targeted group,60,30,,,,Completed,,02/07/2015,,03/08/2015,FALSE,,,524 3 07 37,524 3 07 37 5 043,World Vision InternationalLamjungUdipurShelterCGI Bundle (72ft/bundle)6030,Distribution of Shelter Material
World Vision International,,,,,,Lamjung,Udipur,,Shelter,CGI Bundle (72ft/bundle),Targeted group,62,31,,,,Completed,,07/07/2015,2 CGI Bundles per HH,03/08/2015,FALSE,,,524 3 07 37,524 3 07 37 5 043,World Vision InternationalLamjungUdipurShelterCGI Bundle (72ft/bundle)6231,Distribution of Shelter Material
World Vision International,,"DDRC, Lamjung",,,,Lamjung,,,Shelter,CGI Bundle (72ft/bundle),,260,260,,,,Completed,,30/04/2015,,03/08/2015,FALSE,,,524 3 07 37,,"World Vision InternationalDDRC, LamjungLamjungShelterCGI Bundle (72ft/bundle)260260",Distribution of Shelter Material
ACTED,IOM-USAID,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dhading,Gumdi,Unknown,Shelter,Tarpaulin,All / Blanket,300,300,2200,,,Completed,20/05/2015,20/05/2015,,02/10/2015,TRUE,4x4/Pickup access,West,524 2 05 30,524 2 05 30 5 011,ACTEDDhadingGumdiUnknownShelterTarpaulin300300,Distribution of Shelter Material
ACTED,IOM-USAID,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dhading,Katunje,Unknown,Shelter,Tarpaulin,All / Blanket,250,250,2200,,,Completed,19/05/2015,19/05/2015,,02/10/2015,TRUE,4x4/Pickup access,West,524 2 05 30,524 2 05 30 5 002,ACTEDDhadingKatunjeUnknownShelterTarpaulin250250,Distribution of Shelter Material
ACTED,Shelterbox,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dhading,Lapa,Unknown,Shelter,Tarpaulin,All / Blanket,864,864,2200,,,Completed,17/05/2015,17/05/2015,,02/10/2015,TRUE,No road access - possibly no helicopter landing sites,West,524 2 05 30,524 2 05 30 5 017,ACTEDDhadingLapaUnknownShelterTarpaulin864864,Distribution of Shelter Material
ACTED,Shelterbox,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dhading,Lapa,Unknown,Shelter,CGI Bundle (72ft/bundle),All / Blanket,2736,1368,15400,,,Ongoing / In Country Stock,17/09/2015,,2 bundles/HH,02/10/2015,TRUE,No road access - possibly no helicopter landing sites,West,524 2 05 30,524 2 05 30 5 017,ACTEDDhadingLapaUnknownShelterCGI Bundle (72ft/bundle)27361368,Distribution of Shelter Material
ACTED,IOM-USAID,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dhading,Marpak,Unknown,Shelter,Tarpaulin,All / Blanket,300,300,2200,,,Completed,20/05/2015,20/05/2015,,02/10/2015,TRUE,4x4/Pickup access,West,524 2 05 30,524 2 05 30 5 003,ACTEDDhadingMarpakUnknownShelterTarpaulin300300,Distribution of Shelter Material
ACTED,Internal,,Alice FLAMAND,alice.flamand@acted.org,9810171667,Dhading,Marpak,Unknown,Shelter,Tool Kits,All / Blanket,1047,1047,2806,,,Completed,03/09/2015,04/09/2015,,02/10/2015,TRUE,4x4/Pickup access,West,524 2 05 30,524 2 05 30 5 003,ACTEDDhadingMarpakUnknownShelterTool Kits10471047,
ACTED,Internal,,Alice FLAMAND,alice.flamand@acted.org,9810171667,Dhading,Marpak,Unknown,NFI,Blankets,All / Blanket,2120,1060,9660,,,Completed,03/09/2015,04/09/2015,,02/10/2015,TRUE,4x4/Pickup access,West,524 2 05 30,524 2 05 30 5 003,ACTEDDhadingMarpakUnknownNFIBlankets21201060,Distribution of Shelter Material
ACTED,IOM-USAID,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dhading,Semdhung,Unknown,Shelter,Tarpaulin,All / Blanket,650,650,2200,,,Completed,19/05/2015,19/05/2015,,02/10/2015,TRUE,,West,524 2 05 30,524 2 05 30 5 019,ACTEDDhadingSemdhungUnknownShelterTarpaulin650650,Distribution of Shelter Material
ACTED,Internal,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dhading,Sertung,Unknown,Shelter,Tarpaulin,All / Blanket,75,75,2200,,,Completed,11/05/2015,11/05/2015,,02/10/2015,TRUE,No road access - possibly no helicopter landing sites,West,524 2 05 30,524 2 05 30 5 005,ACTEDDhadingSertungUnknownShelterTarpaulin7575,Distribution of Shelter Material
ACTED,Internal,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dhading,Sertung,Unknown,Shelter,Tarpaulin,All / Blanket,100,100,2200,,,Completed,11/05/2015,11/05/2015,,02/10/2015,TRUE,No road access - possibly no helicopter landing sites,West,524 2 05 30,524 2 05 30 5 005,ACTEDDhadingSertungUnknownShelterTarpaulin100100,Distribution of Shelter Material
ACTED,Shelterbox,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dhading,Sertung,Unknown,Shelter,Tarpaulin,All / Blanket,832,832,2200,,,Completed,16/05/2015,16/05/2015,,02/10/2015,TRUE,No road access - possibly no helicopter landing sites,West,524 2 05 30,524 2 05 30 5 005,ACTEDDhadingSertungUnknownShelterTarpaulin832832,Distribution of Shelter Material
ACTED,Shelterbox,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dhading,Sertung,Unknown,Shelter,Tarpaulin,All / Blanket,60,60,2200,,,Completed,25/05/2015,25/05/2015,,02/10/2015,TRUE,No road access - possibly no helicopter landing sites,West,524 2 05 30,524 2 05 30 5 005,ACTEDDhadingSertungUnknownShelterTarpaulin6060,Distribution of Shelter Material
ACTED,IOM,,Alice FLAMAND,alice.flamand@acted.org,9808119906,Dhading,Sertung,"4,5,6,7,8",Shelter,CGI Bundle (72ft/bundle),All / Blanket,1290,645,15400,,,Completed,18/07/2015,30/07/2015,2 bundles/HH,02/10/2015,TRUE,No road access - possibly no helicopter landing sites,West,524 2 05 30,524 2 05 30 5 005,"ACTEDDhadingSertung4,5,6,7,8ShelterCGI Bundle (72ft/bundle)1290645",Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dhading,Sertung,"2,8,9",Shelter,CGI Bundle (72ft/bundle),All / Blanket,1082,541,15400,,,Ongoing / In Country Stock,17/09/2015,,2 bundles/HH,02/10/2015,TRUE,No road access - possibly no helicopter landing sites,West,524 2 05 30,524 2 05 30 5 005,"ACTEDDhadingSertung2,8,9ShelterCGI Bundle (72ft/bundle)1082541",Distribution of Shelter Material
ACTED,Internal,,Alice FLAMAND,alice.flamand@acted.org,9810171667,Dhading,Sertung,Unknown,Shelter,Tool Kits,All / Blanket,17,50,2806,,,Completed,31/08/2015,02/09/2015,,02/10/2015,TRUE,No road access - possibly no helicopter landing sites,West,524 2 05 30,524 2 05 30 5 005,ACTEDDhadingSertungUnknownShelterTool Kits1750,
ACTED,IOM-DFID,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dhading,Tipling,Unknown,Shelter,Tarpaulin,All / Blanket,120,120,2200,,,Completed,05/05/2015,05/05/2015,,02/10/2015,TRUE,No road access - possible helicopter landing sites,West,524 2 05 30,524 2 05 30 5 020,ACTEDDhadingTiplingUnknownShelterTarpaulin120120,Distribution of Shelter Material
ACTED,Internal,,Alice FLAMAND,alice.flamand@acted.org,9808119906,Dhading,Sertung,,Labor,Technical Supervision Support,Targeted group,112,56,,,,Completed,18/07/2015,19/07/2015,,02/10/2015,TRUE,No road access - possibly no helicopter landing sites,West,524 2 05 30,524 2 05 30 5 005,ACTEDDhadingSertungLaborTechnical Supervision Support11256,
ACTED,Internal,,Alice FLAMAND,alice.flamand@acted.org,9808119906,Dhading,Marpak,,Labor,Technical Supervision Support,Targeted group,82,59,,,,Completed,03/09/2015,03/09/2015,,02/10/2015,TRUE,4x4/Pickup access,West,524 2 05 30,524 2 05 30 5 003,ACTEDDhadingMarpakLaborTechnical Supervision Support8259,
